Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
26363	19	92	Rodovia Governador Mário Covas, Junqueiro - Alagoas, Brasil	05/02/2026	Início: 01:00, Fim: 01:19	RECIFE(PE) - ARACAJU(SE)	6127
26363	15	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, 55900-000, Brasil	22/02/2026	Início: 02:42, Fim: 02:57	RECIFE(PE) - NATAL(RN)	6087
26364	13	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	06/02/2026	Início: 01:48, Fim: 02:01	RECIFE(PE) - FLORIANO(PI)	6208
26364	6	92	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	06/02/2026	Início: 04:24, Fim: 04:30	RECIFE(PE) - FLORIANO(PI)	6208
26364	8	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	06/02/2026	Início: 05:33, Fim: 05:41	RECIFE(PE) - FLORIANO(PI)	6208
26364	16	92	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	06/02/2026	Início: 06:48, Fim: 07:04	RECIFE(PE) - FLORIANO(PI)	6208
26364	10	92	Rua Imburi, Pilar - Alagoas, Brasil	12/02/2026	Início: 03:01, Fim: 03:11	RECIFE(PE) - ARACAJU(SE)	6148
26364	10	92	Rodovia Governador Mário Covas, Cedro de São João - Sergipe, Brasil	12/02/2026	Início: 05:39, Fim: 05:49	RECIFE(PE) - ARACAJU(SE)	6148
26364	22	92	Rodovia Governador Mário Covas, Muribeca - Sergipe, Brasil	12/02/2026	Início: 05:54, Fim: 06:16	RECIFE(PE) - ARACAJU(SE)	6148
26364	15	92	Rodovia Governador Mário Covas, Cabo de Santo Agostinho - Pernambuco, Brasil	13/02/2026	Início: 05:53, Fim: 06:08	RECIFE(PE) - ARACAJU(SE)	6148
26364	7	92	Rodovia BR-232, Santo Antônio, Pesqueira - Pernambuco, Brasil	23/02/2026	Início: 23:29, Fim: 23:36	CRATO(CE) - RECIFE(PE)	6063
26364	19	92	BR 423 - Rodovia Mestre Domiguinhos 40, São Caetano - Pernambuco, 55130-000, Brasil	25/02/2026	Início: 01:16, Fim: 01:35	PENEDO(AL) - RECIFE(PE)	6099
26364	6	92	Rua Manoel Domingos da Silva 49, Pombos - Pernambuco, 55630-000, Brasil	26/02/2026	Início: 05:32, Fim: 05:38	PENEDO(AL) - RECIFE(PE)	6099
26365	12	92	Rodovia Governador Mário Covas, Conde - Paraíba, 58322-000, Brasil	19/02/2026	Início: 10:14, Fim: 10:26	RECIFE(PE) - NATAL(RN)	6295
26365	15	92	Rodovia Governador Mário Covas 10, Alhandra - Paraíba, 58320-000, Brasil	22/02/2026	Início: 13:05, Fim: 13:20	RECIFE(PE) - NATAL(RN)	6073
26365	15	92	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	22/02/2026	Início: 16:00, Fim: 16:15	RECIFE(PE) - NATAL(RN)	6073
26371	6	92	Br-316, Araripina - Pernambuco, Brasil	26/02/2026	Início: 05:06, Fim: 05:12	RECIFE(PE) - ARARIPINA(PE) (TFD)	6228
26371	23	92	Rodovia BR-232, Flores - Pernambuco, Brasil	28/02/2026	Início: 23:31, Fim: 23:54	ARARIPINA(PE) - NATAL(RN)	6228
26374	16	92	Rodovia BR-232, Custódia - Pernambuco, Brasil	09/02/2026	Início: 13:42, Fim: 13:58	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6069
26376	5	92	Pe-280 560, Sertânia - Pernambuco, 56600-000, Brasil	01/02/2026	Início: 14:23, Fim: 14:28	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6209
26376	19	92	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	05/02/2026	Início: 13:42, Fim: 14:01	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6299
26376	5	92	Rua Severino Eloi de Brito 8, Sertânia - Pernambuco, 56600-000, Brasil	10/02/2026	Início: 14:02, Fim: 14:07	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6077
26376	9	92	Rodovia Luiz Gonzaga 3, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	10/02/2026	Início: 17:15, Fim: 17:24	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6077
26376	20	92	Pe-275, Sertânia - Pernambuco, Brasil	12/02/2026	Início: 13:32, Fim: 13:52	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6087
26376	34	92	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	12/02/2026	Início: 14:38, Fim: 15:12	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6087
26376	9	92	Rodovia Br-232 220, Sanharó - Pernambuco, 55153-151, Brasil	12/02/2026	Início: 16:39, Fim: 16:48	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6087
26376	11	92	Rua Severino Eloi de Brito, Sertânia - Pernambuco, Brasil	26/02/2026	Início: 14:02, Fim: 14:13	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6033
26377	24	92	Rodovia BR-316, Floresta - Pernambuco, Brasil	18/02/2026	Início: 02:10, Fim: 02:34	MACEIÓ(AL) - PETROLINA(PE)	6109
26377	14	92	BR-110, Petrolândia - Pernambuco, Brasil	18/02/2026	Início: 23:24, Fim: 23:38	MACEIÓ(AL) - PETROLINA(PE)	6057
26380	20	92	Estrada Exu A Moreilandia 16, Exu - Pernambuco, 56230-000, Brasil	03/02/2026	Início: 18:54, Fim: 19:14	RECIFE(PE) - BODOCÓ(PE) via Exu	6205
26380	7	92	Rodovia BR-232, Calumbi - Pernambuco, Brasil	05/02/2026	Início: 03:25, Fim: 03:32	RECIFE(PE) - BODOCÓ(PE) via Exu	6225
26380	6	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	05/02/2026	Início: 05:37, Fim: 05:43	RECIFE(PE) - BODOCÓ(PE) via Exu	6225
26380	13	92	Rodovia BR-232, Custódia - Pernambuco, Brasil	08/02/2026	Início: 23:29, Fim: 23:42	RECIFE(PE) - BODOCÓ(PE) via Exu	6295
26380	26	92	Bom Nome, São José do Belmonte, Pernambuco, Brasil	10/02/2026	Início: 21:17, Fim: 21:43	RECIFE(PE) - BODOCÓ(PE) via Exu	6087
26380	19	92	Pe-507, Serrita - Pernambuco, Brasil	12/02/2026	Início: 06:50, Fim: 07:09	RECIFE(PE) - BODOCÓ(PE) via Exu	6073
26380	10	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	14/02/2026	Início: 06:57, Fim: 07:07	RECIFE(PE) - BODOCÓ(PE) via Exu	6179
26380	12	92	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	20/02/2026	Início: 00:15, Fim: 00:27	RECIFE(PE) - BODOCÓ(PE) via Exu	6185
26380	24	92	Rodovia Br-232, Serra Talhada - Pernambuco, 56915-899, Brasil	21/02/2026	Início: 03:52, Fim: 04:16	RECIFE(PE) - BODOCÓ(PE) via Exu	6285
26380	12	92	Sitio Sentido A Morelandia 3, Exu - Pernambuco, 56230-000, Brasil	26/02/2026	Início: 07:37, Fim: 07:49	RECIFE(PE) - BODOCÓ(PE) via Exu	6069
26380	7	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	26/02/2026	Início: 21:53, Fim: 22:00	RECIFE(PE) - BODOCÓ(PE) via Exu	6069
26381	20	92	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	17/02/2026	Início: 11:47, Fim: 12:07	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6039
26381	5	92	Rodovia BR-232, Flores - Pernambuco, Brasil	20/02/2026	Início: 16:04, Fim: 16:09	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6077
26381	12	92	Estrada Para Juazeiro 188, Serra Talhada - Pernambuco, 56907-090, Brasil	20/02/2026	Início: 16:37, Fim: 16:49	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6077
26385	15	92	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, 55900-000, Brasil	13/02/2026	Início: 17:04, Fim: 17:19	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26385	22	92	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	19/02/2026	Início: 11:41, Fim: 12:03	CAMPINA GRANDE(PB) - RECIFE(PE)	6054
26385	6	92	Rodovia BR-104, Taquaritinga do Norte - Pernambuco, Brasil	26/02/2026	Início: 09:15, Fim: 09:21	CAMPINA GRANDE(PB) - RECIFE(PE)	6076
26399	12	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	02/02/2026	Início: 05:06, Fim: 05:18	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6225
26399	14	92	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	02/02/2026	Início: 05:28, Fim: 05:42	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6225
26399	7	92	Sitio Quinze Metros 98, Arcoverde - Pernambuco, 56518-899, Brasil	05/02/2026	Início: 00:09, Fim: 00:16	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26399	13	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	06/02/2026	Início: 05:15, Fim: 05:28	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26399	12	92	Rodovia Luiz Gonzaga 6, Agamenon Magalhães, Caruaru - Pernambuco, Brasil	06/02/2026	Início: 22:45, Fim: 22:57	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6205
26399	12	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	07/02/2026	Início: 04:38, Fim: 04:50	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6165
26399	22	92	Rodovia Luiz Gonzaga, Petrópolis, Caruaru - Pernambuco, 55034-640, Brasil	07/02/2026	Início: 21:48, Fim: 22:10	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26399	11	92	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	08/02/2026	Início: 22:45, Fim: 22:56	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26399	7	92	Sitio Caicara 244, Arcoverde - Pernambuco, 56508-350, Brasil	11/02/2026	Início: 23:45, Fim: 23:52	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26399	10	92	Rodovia BR-232, São Caetano - Pernambuco, Brasil	13/02/2026	Início: 22:54, Fim: 23:04	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6295
26399	7	92	Rodovia Luiz Gonzaga Moreno - Pernambuco, 55630-000, Brasil	14/02/2026	Início: 06:35, Fim: 06:42	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6325
26399	5	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	18/02/2026	Início: 05:44, Fim: 05:49	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6215
26399	15	92	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	20/02/2026	Início: 05:38, Fim: 05:53	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6275
26399	11	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	23/02/2026	Início: 04:25, Fim: 04:36	CRATO(CE) - RECIFE(PE)	6345
26399	13	92	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, 55695-000, Brasil	24/02/2026	Início: 06:17, Fim: 06:30	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6225
26399	18	92	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	24/02/2026	Início: 06:34, Fim: 06:52	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6225
26406	13	92	Al-220, Barra de São Miguel - Alagoas, Brasil	03/02/2026	Início: 06:54, Fim: 07:07	MACEIÓ(AL) - CRATO(CE) - via PAULO AFONSO(BA)	6019
26406	7	92	Al-220, Limoeiro de Anadia - Alagoas, Brasil	11/02/2026	Início: 04:50, Fim: 04:57	MACEIÓ(AL) - CRATO(CE) - via PAULO AFONSO(BA)	6209
26406	10	92	Al-220, Limoeiro de Anadia - Alagoas, Brasil	11/02/2026	Início: 05:03, Fim: 05:13	MACEIÓ(AL) - CRATO(CE) - via PAULO AFONSO(BA)	6209
26409	15	92	Rodovia Luiz Gonzaga, Bento Velho, Vitória de Santo Antão - Pernambuco, Brasil	01/02/2026	Início: 23:29, Fim: 23:44	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6099
26410	9	92	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, 58326-000, Brasil	13/02/2026	Início: 01:57, Fim: 02:06	RECIFE(PE) - NATAL(RN)	6059
26410	10	92	Rodovia Governador Mário Covas 439664, Rio Tinto - Paraíba, 58297-000, Brasil	13/02/2026	Início: 03:21, Fim: 03:31	RECIFE(PE) - NATAL(RN)	6059
26410	5	92	Rodovia Governador Mário Covas, Palmares - Pernambuco, Brasil	21/02/2026	Início: 00:56, Fim: 01:01	RECIFE(PE) - ARACAJU(SE)	6245
26410	12	92	Rodovia Governador Mário Covas, Novo Lino - Alagoas, Brasil	21/02/2026	Início: 01:18, Fim: 01:30	RECIFE(PE) - ARACAJU(SE)	6245
26412	23	92	Rodovia Governador Mário Covas, Messias - Alagoas, Brasil	02/02/2026	Início: 02:04, Fim: 02:27	RECIFE(PE) - ARACAJU(SE)	6209
26412	19	92	Rodovia Governador Mário Covas 2539, Porto Real do Colégio - Alagoas, 57290-000, Brasil	03/02/2026	Início: 00:10, Fim: 00:29	RECIFE(PE) - ARACAJU(SE)	6209
26412	19	92	Rodovia Governador Mário Covas, Porto Real do Colégio - Alagoas, Brasil	08/02/2026	Início: 00:13, Fim: 00:32	RECIFE(PE) - ARACAJU(SE)	6355
26412	10	92	Rodovia Governador Mário Covas, Japaratuba - Sergipe, Brasil	12/02/2026	Início: 23:37, Fim: 23:47	RECIFE(PE) - ARACAJU(SE)	6129
26412	14	92	Rodovia Governador Mário Covas, Nossa Senhora do Socorro - Sergipe, Brasil	17/02/2026	Início: 22:36, Fim: 22:50	RECIFE(PE) - ARACAJU(SE)	6225
26413	18	92	Rodovia Governador Mário Covas, Baía Formosa - Rio Grande do Norte, Brasil	17/02/2026	Início: 10:45, Fim: 11:03	RECIFE(PE) - NATAL(RN)	6325
26413	16	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	22/02/2026	Início: 06:35, Fim: 06:51	RECIFE(PE) - NATAL(RN)	6077
26413	9	92	Rodovia Governador Mário Covas, Canguaretama - Rio Grande do Norte, Brasil	22/02/2026	Início: 09:37, Fim: 09:46	RECIFE(PE) - NATAL(RN)	6077
26413	5	92	Rodovia Governador Mário Covas 181, São José de Mipibu - Rio Grande do Norte, 59164-000, Brasil	22/02/2026	Início: 10:10, Fim: 10:15	RECIFE(PE) - NATAL(RN)	6077
26413	21	92	Rodovia Governador Mário Covas, Caaporã - Paraíba, Brasil	23/02/2026	Início: 09:21, Fim: 09:42	RECIFE(PE) - NATAL(RN)	6335
26413	16	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	24/02/2026	Início: 11:07, Fim: 11:23	RECIFE(PE) - NATAL(RN)	6119
26439	24	92	Rodovia BR-232 2680, Serra Talhada - Pernambuco, 56915-899, Brasil	25/02/2026	Início: 01:31, Fim: 01:55	CRATO(CE) - RECIFE(PE)	6225
26440	8	92	Rodovia Santos Dumont, Salgueiro - Pernambuco, Brasil	11/02/2026	Início: 04:19, Fim: 04:27	MACEIÓ(AL) - CRATO(CE) - via PAULO AFONSO(BA)	6039
26440	9	92	Rodovia Santos Dumont, Salgueiro - Pernambuco, Brasil	11/02/2026	Início: 05:05, Fim: 05:14	MACEIÓ(AL) - CRATO(CE) - via PAULO AFONSO(BA)	6039
26463	10	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	01/02/2026	Início: 06:00, Fim: 06:10	RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE)	6035
26463	11	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	02/02/2026	Início: 03:56, Fim: 04:07	RECIFE(PE) - SÃO JOSÉ DO BELMONTE(PE)	6035
26463	7	92	Rodovia Hélio Nogueira Lopes, São Sebastião - Alagoas, Brasil	07/02/2026	Início: 06:15, Fim: 06:22	PENEDO(AL) - RECIFE(PE)	6107
26465	57	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	09/02/2026	Início: 01:02, Fim: 01:59	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6057
26465	8	92	Avenida Central 14438133, Vila Nova do Piauí - Piauí, 64688-000, Brasil	12/02/2026	Início: 17:20, Fim: 17:28	RECIFE(PE) - FLORIANO(PI)	6208
26465	20	92	Rodovia Br-232, Pesqueira - Pernambuco, 55200-000, Brasil	14/02/2026	Início: 12:31, Fim: 12:51	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6087
26465	21	92	Br-232, São José do Belmonte - Pernambuco, Brasil	14/02/2026	Início: 17:14, Fim: 17:35	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6087
26465	5	92	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	14/02/2026	Início: 17:41, Fim: 17:46	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6087
26465	12	92	Geminiano, Piauí, Brasil	28/02/2026	Início: 02:19, Fim: 02:31	RECIFE(PE) - FLORIANO(PI)	6238
26469	24	92	Br-110, Sertânia - Pernambuco, Brasil	08/02/2026	Início: 00:46, Fim: 01:10	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6169
26478	9	92	Rodovia Br-232, Sanharó - Pernambuco, 55250-000, Brasil	02/02/2026	Início: 17:17, Fim: 17:26	RECIFE(PE) - CUSTÓDIA(PE) via DERBY	6136
26478	6	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	03/02/2026	Início: 10:20, Fim: 10:26	RECIFE(PE) - CUSTÓDIA(PE) via DERBY	6136
26478	7	92	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	05/02/2026	Início: 07:08, Fim: 07:15	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6027
26478	10	92	Rodovia Br-232 87, Pesqueira - Pernambuco, 55200-000, Brasil	05/02/2026	Início: 16:39, Fim: 16:49	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6137
26478	18	92	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	13/02/2026	Início: 15:14, Fim: 15:32	RECIFE(PE) - NATAL(RN)	6148
26478	8	92	Sitio Riacho Do Mel 9421, Arcoverde - Pernambuco, 56518-899, Brasil	23/02/2026	Início: 10:25, Fim: 10:33	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6109
26478	6	92	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, 53700-000, Brasil	25/02/2026	Início: 12:47, Fim: 12:53	CAMPINA GRANDE(PB) - RECIFE(PE)	6135
26478	16	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	25/02/2026	Início: 21:45, Fim: 22:01	CAMPINA GRANDE(PB) - RECIFE(PE)	6204
26478	14	92	Rodovia Luiz Gonzaga, Sairé - Pernambuco, Brasil	27/02/2026	Início: 16:58, Fim: 17:12	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6107
26478	12	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	27/02/2026	Início: 17:21, Fim: 17:33	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6107
26480	12	92	Rodovia Governador Mário Covas, Conde - Paraíba, 58322-000, Brasil	13/02/2026	Início: 08:23, Fim: 08:35	RECIFE(PE) - NATAL(RN)	6199
26480	16	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	14/02/2026	Início: 07:14, Fim: 07:30	RECIFE(PE) - NATAL(RN)	6127
26480	14	92	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, Brasil	14/02/2026	Início: 07:37, Fim: 07:51	RECIFE(PE) - NATAL(RN)	6127
26480	9	92	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	14/02/2026	Início: 10:07, Fim: 10:16	RECIFE(PE) - NATAL(RN)	6127
26480	9	92	Rodovia Governador Mário Covas 478, Arez - Rio Grande do Norte, 59170-000, Brasil	15/02/2026	Início: 14:30, Fim: 14:39	RECIFE(PE) - NATAL(RN)	6199
26480	14	92	Rodovia Governador Mário Covas 554, Arez - Rio Grande do Norte, 59170-000, Brasil	17/02/2026	Início: 15:42, Fim: 15:56	RECIFE(PE) - NATAL(RN)	6087
26480	7	92	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	18/02/2026	Início: 15:41, Fim: 15:48	RECIFE(PE) - NATAL(RN)	6099
26480	5	92	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	19/02/2026	Início: 09:19, Fim: 09:24	RECIFE(PE) - NATAL(RN)	6029
26480	16	92	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	23/02/2026	Início: 16:52, Fim: 17:08	RECIFE(PE) - NATAL(RN)	6168
26487	29	92	Rodovia Transamazônica, Pastos Bons - Maranhão, Brasil	09/02/2026	Início: 22:00, Fim: 22:29	SÃO LUIS(MA) - BALSAS(MA)	6175
26497	5	92	Rodovia BR-226, Barra do Corda - Maranhão, Brasil	08/02/2026	Início: 22:21, Fim: 22:26	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6235
26497	10	92	Rodovia BR 135 1, Presidente Dutra - Maranhão, Brasil	09/02/2026	Início: 00:25, Fim: 00:35	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6235
26498	15	92	Rodovia Transamazônica, Pastos Bons - Maranhão, Brasil	27/02/2026	Início: 22:51, Fim: 23:06	SÃO LUIS(MA) - BALSAS(MA)	6195
26498	18	92	Rodovia BR-135, Santa Filomena do Maranhão - Maranhão, Brasil	28/02/2026	Início: 01:36, Fim: 01:54	SÃO LUIS(MA) - BALSAS(MA)	6195
26499	11	92	Rodovia BR 135, Presidente Dutra - Maranhão, Brasil	03/02/2026	Início: 00:39, Fim: 00:50	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6344
26499	18	92	Br-226, Sítio Novo - Maranhão, Brasil	13/02/2026	Início: 19:26, Fim: 19:44	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6314
26499	31	92	Br-226, Porto Franco - Maranhão, Brasil	16/02/2026	Início: 18:33, Fim: 19:04	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6355
26502	9	92	Rodovia Governador Mário Covas, Cabo de Santo Agostinho - Pernambuco, 51270-490, Brasil	04/02/2026	Início: 14:36, Fim: 14:45	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2232
26502	5	92	Rodovia PE-060, São José da Coroa Grande - Pernambuco, Brasil	07/02/2026	Início: 09:08, Fim: 09:13	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2232
26502	6	92	Rodovia PE-060, São José da Coroa Grande - Pernambuco, Brasil	16/02/2026	Início: 08:29, Fim: 08:35	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2232
26503	10	92	BR-423, Iati - Pernambuco, Brasil	01/02/2026	Início: 01:03, Fim: 01:13	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6087
26503	43	92	Rodovia Luiz Gonzaga Moreno - Pernambuco, Brasil	04/02/2026	Início: 03:37, Fim: 04:20	ARAPIRACA(AL) - RECIFE(PE)	6047
26503	6	92	Vilarejo Taquara Sao Pedro 156, Agamenon Magalhães, Caruaru - Pernambuco, 55099-899, Brasil	13/02/2026	Início: 22:09, Fim: 22:15	CRATO(CE) - RECIFE(PE)	6063
26504	10	92	Rodovia Governador Mário Covas Jaboatão dos Guararapes - Pernambuco, 51270-490, Brasil	09/02/2026	Início: 06:14, Fim: 06:24	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6234
26504	19	92	Rodovia PE-051, Ipojuca - Pernambuco, Brasil	09/02/2026	Início: 06:58, Fim: 07:17	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6234
26504	7	92	Rodovia PE-060, São José da Coroa Grande - Pernambuco, Brasil	09/02/2026	Início: 08:25, Fim: 08:32	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6234
26504	6	92	Rodovia Pe-060, São José da Coroa Grande - Pernambuco, 55565-000, Brasil	18/02/2026	Início: 16:15, Fim: 16:21	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2222
26508	7	92	Rodovia PE-060, São José da Coroa Grande - Pernambuco, Brasil	12/02/2026	Início: 09:41, Fim: 09:48	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2232
26508	9	92	Rodovia Governador Mário Covas Jaboatão dos Guararapes - Pernambuco, 54460, Brasil	16/02/2026	Início: 14:54, Fim: 15:03	RECIFE(PE) - TAMANDARÉ(PE)	2212
26511	8	92	Rodovia Pe-060, Rosário, Cabo de Santo Agostinho - Pernambuco, Brasil	02/02/2026	Início: 08:17, Fim: 08:25	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6234
26511	9	92	Rodovia Pe-060 Ipojuca - Pernambuco, Brasil	02/02/2026	Início: 08:39, Fim: 08:48	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	6234
26519	6	92	Rodovia BR-135, Presidente Dutra - Maranhão, Brasil	11/02/2026	Início: 01:50, Fim: 01:56	SÃO LUIS(MA) - BALSAS(MA)	6235
26519	16	92	Br-135 318, Dom Pedro - Maranhão, 65730-000, Brasil	19/02/2026	Início: 02:32, Fim: 02:48	SÃO LUIS(MA) - BALSAS(MA)	6355
26519	18	92	Br-135, São Domingos do Maranhão - Maranhão, Brasil	23/02/2026	Início: 01:12, Fim: 01:30	SÃO LUIS(MA) - BALSAS(MA)	6355
26523	31	92	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	11/02/2026	Início: 11:04, Fim: 11:35	RECIFE(PE) - NATAL(RN)	6063
26523	15	92	Rodovia Governador Mário Covas, Igarassu - Pernambuco, Brasil	11/02/2026	Início: 17:36, Fim: 17:51	RECIFE(PE) - NATAL(RN)	6027
26523	8	92	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, 58326-000, Brasil	11/02/2026	Início: 18:07, Fim: 18:15	RECIFE(PE) - NATAL(RN)	6027
26523	18	92	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	22/02/2026	Início: 14:34, Fim: 14:52	RECIFE(PE) - NATAL(RN)	6087
26523	22	92	Rodovia Governador Mário Covas, Santa Rita - Paraíba, 58301-000, Brasil	22/02/2026	Início: 14:55, Fim: 15:17	RECIFE(PE) - NATAL(RN)	6087
26523	18	92	Rodovia Governador Mário Covas 11, Rio Tinto - Paraíba, Brasil	22/02/2026	Início: 15:33, Fim: 15:51	RECIFE(PE) - NATAL(RN)	6087
26523	12	92	Rodovia Governador Mário Covas, São José de Mipibu - Rio Grande do Norte, Brasil	22/02/2026	Início: 16:45, Fim: 16:57	RECIFE(PE) - NATAL(RN)	6087
